E1,E2,E3,E4,E5
197,-266,-248,-257,-301
193,-270,-246,-258,-304
194,-272,-243,-257,-306
200,-270,-241,-252,-305
210,-265,-241,-244,-301
220,-261,-243,-234,-295
226,-259,-246,-227,-289
227,-260,-248,-223,-286
226,-263,-248,-224,-285
225,-263,-246,-228,-287
227,-261,-242,-232,-289
232,-258,-237,-236,-290
237,-257,-234,-239,-290
241,-258,-232,-241,-290
242,-261,-232,-243,-291
245,-263,-233,-245,-291
251,-263,-232,-245,-292
260,-262,-231,-244,-293
270,-263,-230,-242,-294
275,-267,-230,-242,-295
273,-274,-232,-244,-297
265,-280,-234,-248,-298
255,-281,-235,-254,-300
248,-276,-236,-259,-301
243,-268,-236,-263,-303
240,-262,-238,-265,-305
237,-260,-241,-264,-308
235,-261,-247,-262,-311
235,-263,-253,-261,-314
240,-262,-257,-263,-315
250,-258,-259,-269,-316
261,-254,-259,-278,-317
268,-254,-258,-289,-322
266,-260,-258,-299,-329
259,-268,-259,-304,-338
251,-273,-260,-305,-345
247,-273,-262,-301,-350
248,-268,-263,-296,-352
254,-264,-263,-291,-352
260,-266,-263,-290,-353
266,-275,-265,-293,-356
270,-287,-268,-299,-361
272,-294,-273,-305,-367
275,-294,-279,-311,-372
277,-288,-285,-315,-376
278,-281,-289,-316,-377
279,-279,-291,-316,-377
278,-284,-292,-314,-376
276,-292,-294,-314,-373
273,-297,-296,-314,-371
271,-296,-300,-316,-368
270,-290,-303,-319,-368
274,-283,-305,-321,-369
282,-280,-305,-322,-371
294,-281,-302,-322,-374
306,-284,-299,-322,-375
313,-287,-297,-324,-375
313,-289,-299,-328,-375
307,-291,-304,-333,-376
299,-294,-312,-337,-381
292,-301,-320,-338,-388
287,-308,-327,-338,-395
282,-313,-330,-337,-400
277,-313,-330,-338,-400
273,-308,-329,-341,-398
271,-302,-328,-347,-394
274,-299,-326,-353,-392
280,-300,-325,-357,-393
285,-304,-325,-357,-396
285,-309,-326,-355,-400
278,-313,-328,-352,-403
266,-316,-332,-352,-403
254,-317,-336,-353,-402
245,-319,-339,-356,-402
241,-321,-340,-360,-404
241,-323,-340,-363,-408
243,-322,-340,-367,-414
243,-321,-343,-372,-419
242,-321,-347,-378,-423
239,-323,-352,-384,-423
234,-327,-356,-387,-423
226,-332,-357,-387,-422
217,-334,-356,-384,-424
207,-331,-355,-380,-426
199,-325,-355,-377,-429
195,-319,-359,-377,-430
196,-317,-363,-379,-429
199,-320,-365,-382,-427
204,-326,-364,-385,-423
210,-332,-360,-387,-418
215,-333,-356,-387,-414
219,-331,-354,-385,-409
221,-327,-354,-382,-404
218,-325,-355,-378,-401
210,-325,-355,-373,-399
198,-326,-354,-368,-400
188,-327,-352,-361,-403
184,-327,-348,-354,-406
187,-326,-344,-348,-409
196,-325,-340,-344,-410
204,-326,-336,-342,-408
205,-328,-332,-341,-404
196,-330,-330,-339,-399
180,-333,-331,-337,-395
164,-335,-335,-335,-393
155,-336,-342,-335,-397
155,-336,-348,-337,-404
161,-333,-350,-341,-413
168,-325,-347,-346,-419
172,-314,-341,-350,-419
172,-305,-335,-352,-413
171,-300,-334,-352,-405
169,-303,-339,-353,-397
168,-311,-347,-354,-394
166,-321,-355,-357,-394
163,-325,-357,-359,-394
158,-323,-352,-357,-392
154,-316,-341,-352,-384
151,-310,-328,-344,-374
149,-310,-317,-337,-365
146,-316,-310,-333,-361
142,-324,-309,-332,-362
138,-327,-311,-332,-365
138,-324,-313,-332,-368
143,-314,-313,-329,-368
153,-305,-312,-324,-367
162,-299,-310,-320,-365
165,-299,-309,-319,-367
160,-301,-312,-319,-371
148,-302,-316,-321,-376
134,-299,-322,-322,-380
121,-293,-325,-323,-382
112,-289,-326,-324,-380
106,-288,-325,-327,-377
100,-292,-322,-331,-375
94,-297,-322,-336,-375
91,-300,-324,-342,-379
90,-299,-329,-346,-385
92,-297,-335,-348,-391
94,-296,-340,-349,-396
92,-299,-343,-349,-398
85,-303,-343,-349,-397
75,-308,-341,-347,-396
67,-310,-339,-344,-394
64,-309,-338,-341,-394
68,-309,-337,-339,-397
75,-311,-337,-338,-400
82,-314,-339,-339,-403
83,-317,-342,-341,-406
78,-316,-347,-344,-408
67,-311,-353,-347,-410
57,-304,-359,-350,-413
52,-300,-362,-354,-416
57,-301,-363,-359,-419
69,-308,-362,-365,-420
82,-316,-362,-370,-420
90,-322,-362,-373,-419
89,-323,-364,-373,-417
82,-321,-366,-371,-416
73,-319,-366,-368,-416
70,-318,-366,-365,-417
75,-319,-363,-363,-418
84,-320,-361,-361,-420
91,-321,-360,-360,-424
92,-320,-360,-359,-429
84,-319,-362,-360,-435
70,-318,-364,-361,-439
57,-317,-365,-362,-440
49,-317,-364,-362,-439
48,-316,-361,-360,-434
52,-314,-358,-356,-429
57,-314,-356,-352,-425
60,-316,-354,-350,-424
59,-320,-354,-351,-425
53,-323,-355,-355,-428
43,-323,-355,-360,-432
32,-319,-355,-365,-435
25,-314,-353,-366,-436
25,-311,-351,-366,-434
34,-312,-350,-364,-430
48,-317,-350,-362,-425
61,-323,-352,-361,-422
69,-328,-356,-360,-422
70,-327,-361,-361,-427
68,-323,-366,-361,-435
68,-318,-369,-362,-443
72,-313,-371,-363,-448
77,-310,-371,-363,-448
77,-306,-370,-364,-444
69,-300,-370,-365,-439
55,-294,-371,-365,-436
41,-291,-372,-366,-438
35,-293,-374,-369,-443
39,-301,-373,-371,-449
51,-311,-370,-374,-455
62,-319,-364,-375,-458
66,-324,-359,-373,-459
64,-326,-356,-371,-458
57,-328,-357,-369,-459
52,-332,-362,-368,-460
50,-336,-368,-368,-462
51,-340,-373,-370,-462
51,-338,-376,-370,-460
50,-333,-376,-369,-456
49,-326,-375,-368,-452
50,-323,-375,-368,-452
55,-326,-377,-370,-455
61,-333,-382,-376,-463
62,-341,-388,-384,-472
55,-345,-394,-393,-480
42,-343,-398,-399,-485
30,-338,-398,-402,-488
30,-333,-397,-403,-488
44,-330,-396,-403,-487
69,-329,-396,-402,-485
95,-330,-397,-400,-482
110,-330,-398,-397,-479
112,-330,-398,-392,-474
104,-332,-397,-388,-469
96,-335,-395,-386,-466
98,-340,-394,-387,-467
109,-344,-397,-391,-470
125,-348,-404,-397,-474
136,-350,-415,-403,-478
138,-353,-426,-407,-479
135,-356,-433,-409,-477
131,-359,-434,-409,-474
132,-360,-432,-409,-473
139,-359,-428,-409,-475
145,-354,-426,-410,-480
147,-350,-426,-410,-486
142,-349,-426,-410,-489
135,-352,-426,-410,-488
131,-358,-425,-408,-483
136,-362,-423,-408,-476
150,-363,-422,-409,-468
170,-359,-425,-410,-463
188,-354,-431,-411,-460
199,-350,-437,-410,-459
199,-351,-442,-407,-458
191,-356,-442,-401,-455
178,-361,-439,-397,-451
167,-364,-436,-395,-448
161,-363,-436,-396,-447
160,-360,-438,-399,-449
161,-359,-443,-403,-453
160,-360,-448,-407,-458
157,-363,-451,-410,-463
155,-365,-452,-413,-468
158,-364,-451,-417,-475
166,-362,-452,-423,-483
176,-362,-455,-429,-494
179,-367,-462,-435,-506
166,-375,-470,-441,-516
138,-384,-477,-447,-523
104,-390,-483,-452,-527
79,-391,-487,-458,-531
73,-390,-490,-463,-536
85,-390,-493,-468,-543
103,-394,-498,-473,-552
109,-399,-504,-476,-561
95,-403,-510,-478,-569
64,-403,-517,-477,-574
32,-398,-522,-476,-578
15,-391,-527,-475,-581
21,-387,-532,-477,-583
42,-388,-537,-481,-586
60,-393,-542,-488,-591
62,-398,-547,-497,-596
45,-400,-550,-505,-602
16,-400,-552,-511,-609
-9,-399,-552,-514,-614
-21,-402,-552,-514,-618
-21,-407,-553,-512,-619
-15,-413,-556,-510,-619
-12,-417,-559,-510,-618
-14,-416,-562,-513,-617
-16,-413,-565,-519,-618
-14,-411,-566,-526,-620
-5,-414,-568,-533,-625
5,-420,-569,-538,-630
9,-425,-571,-540,-635
3,-426,-573,-539,-639
-9,-422,-575,-538,-643
-19,-415,-578,-537,-648
-20,-410,-580,-538,-654
-12,-410,-581,-540,-663
-1,-414,-580,-543,-674
6,-417,-575,-546,-687
5,-413,-565,-546,-698
-1,-400,-548,-542,-705
-6,-380,-525,-534,-708
-6,-359,-498,-522,-707
0,-344,-467,-510,-706
8,-335,-436,-500,-708
13,-334,-407,-493,-712
15,-337,-383,-491,-716
15,-340,-363,-490,-717
15,-342,-348,-488,-711
15,-342,-334,-481,-697
12,-341,-318,-469,-676
1,-339,-299,-453,-650
-16,-336,-275,-434,-620
-34,-332,-249,-416,-587
-45,-330,-225,-399,-551
-46,-333,-206,-384,-510
-37,-341,-195,-369,-465
-25,-354,-190,-355,-417
-18,-368,-192,-341,-367
-20,-381,-198,-326,-314
-30,-393,-207,-313,-259
-44,-406,-220,-301,-201
-57,-423,-236,-292,-141
-66,-447,-256,-284,-81
-73,-477,-282,-278,-23
-81,-507,-311,-274,32
-92,-536,-344,-273,85
-103,-562,-377,-274,137
-112,-588,-411,-276,188
-115,-616,-443,-277,237
-110,-644,-473,-277,281
-102,-669,-500,-276,316
-94,-687,-525,-276,340
-91,-697,-547,-279,351
-95,-700,-567,-287,349
-103,-702,-585,-301,336
-111,-707,-606,-322,310
-112,-714,-633,-350,269
-104,-723,-669,-386,212
-86,-729,-716,-429,140
-66,-734,-773,-478,58
-49,-737,-836,-528,-25
-42,-743,-900,-575,-102
-45,-752,-960,-615,-167
-52,-765,-1013,-647,-223
-55,-776,-1058,-674,-276
-48,-783,-1094,-699,-329
-27,-784,-1121,-724,-386
5,-779,-1137,-749,-446
47,-771,-1143,-773,-506
97,-760,-1139,-790,-562
157,-748,-1129,-801,-612
230,-733,-1113,-804,-656
316,-715,-1092,-801,-694
414,-694,-1063,-795,-723
517,-671,-1025,-786,-741
617,-649,-980,-775,-747
708,-628,-930,-761,-743
783,-608,-882,-746,-734
840,-591,-838,-730,-723
879,-574,-800,-712,-715
904,-561,-766,-695,-707
919,-550,-732,-678,-698
923,-541,-698,-661,-686
919,-534,-662,-645,-671
904,-526,-630,-631,-655
879,-515,-603,-619,-642
846,-504,-582,-609,-633
811,-493,-568,-600,-630
782,-486,-558,-595,-631
762,-484,-552,-594,-638
750,-485,-551,-596,-649
738,-486,-554,-601,-666
713,-486,-564,-610,-689
663,-486,-582,-622,-717
584,-488,-607,-637,-750
475,-494,-637,-657,-783
344,-504,-670,-679,-813
205,-515,-700,-700,-839
74,-521,-723,-716,-858
-33,-522,-737,-723,-870
-106,-518,-743,-722,-876
-140,-515,-743,-716,-879
-136,-515,-740,-709,-880
-105,-519,-736,-705,-879
-54,-524,-732,-704,-878
3,-526,-727,-706,-877
60,-524,-723,-709,-877
109,-518,-719,-712,-877
145,-513,-716,-715,-877
167,-509,-717,-718,-877
176,-508,-719,-720,-876
177,-507,-722,-720,-875
176,-505,-724,-719,-874
178,-503,-724,-716,-875
181,-504,-724,-716,-878
182,-508,-724,-719,-883
178,-516,-725,-727,-888
170,-523,-727,-736,-892
164,-526,-729,-745,-894
167,-524,-729,-751,-896
182,-518,-728,-753,-898
203,-513,-724,-755,-901
220,-511,-722,-758,-903
223,-513,-721,-762,-904
210,-514,-723,-766,-903
189,-514,-726,-769,-901
173,-512,-731,-768,-899
170,-510,-735,-766,-899
182,-511,-740,-762,-901
200,-514,-744,-760,-905
213,-519,-749,-759,-907
213,-522,-754,-759,-908
203,-521,-759,-759,-906
191,-517,-762,-759,-902
187,-513,-764,-757,-900
193,-512,-763,-756,-900
209,-515,-761,-755,-902
227,-520,-760,-755,-906
242,-526,-760,-756,-912
251,-529,-762,-757,-918
256,-529,-766,-758,-923
258,-526,-769,-759,-926
258,-524,-771,-759,-926
256,-523,-771,-759,-925
251,-524,-767,-757,-923
244,-526,-762,-753,-923
240,-527,-757,-750,-924
242,-527,-753,-749,-927
249,-524,-750,-750,-930
259,-521,-751,-755,-931
265,-518,-753,-760,-928
260,-519,-756,-765,-923
245,-522,-760,-768,-919
226,-528,-763,-769,-917
213,-537,-765,-770,-919
212,-544,-768,-772,-924
224,-548,-771,-776,-929
243,-548,-774,-780,-932
257,-545,-777,-785,-934
259,-542,-779,-788,-934
250,-540,-780,-790,-936
235,-541,-781,-791,-938
223,-545,-783,-794,-943
216,-548,-787,-798,-949
216,-548,-792,-802,-954
219,-546,-797,-806,-959
222,-542,-801,-808,-964
228,-540,-803,-807,-967
237,-540,-802,-803,-969
250,-543,-799,-800,-970
262,-549,-796,-797,-970
268,-555,-793,-797,-969
264,-559,-793,-799,-969
253,-561,-793,-804,-969
243,-561,-794,-808,-968
240,-560,-796,-811,-965
248,-557,-798,-811,-960
262,-555,-801,-809,-953
275,-554,-804,-805,-948
281,-556,-807,-803,-947
280,-558,-808,-801,-951
275,-561,-808,-801,-958
271,-562,-805,-801,-963
270,-559,-801,-799,-965
272,-553,-797,-796,-961
277,-546,-794,-793,-953
284,-540,-792,-793,-944
294,-538,-790,-795,-937
306,-539,-788,-798,-934
317,-541,-785,-802,-934
321,-543,-780,-803,-934
318,-543,-776,-801,-932
309,-540,-774,-797,-930
297,-538,-773,-794,-928
290,-537,-775,-794,-928
288,-539,-779,-797,-932
290,-541,-786,-802,-939
294,-544,-794,-807,-945
297,-546,-801,-810,-948
300,-547,-806,-812,-948
305,-548,-806,-812,-944
314,-549,-802,-811,-940
325,-550,-794,-812,-937
335,-552,-787,-812,-936
340,-554,-782,-814,-936
342,-556,-780,-815,-938
342,-557,-782,-815,-939
344,-558,-787,-815,-940
347,-558,-792,-815,-940
348,-557,-798,-816,-940
345,-557,-803,-816,-940
339,-559,-808,-818,-940
331,-563,-811,-821,-939
328,-569,-813,-825,-937
331,-575,-813,-829,-935
340,-579,-814,-833,-932
349,-579,-814,-838,-931
354,-577,-816,-842,-933
355,-573,-819,-845,-937
352,-572,-822,-847,-943
350,-574,-825,-850,-950
352,-578,-827,-851,-956
356,-581,-828,-852,-959
361,-584,-828,-851,-959
363,-588,-830,-850,-958
361,-593,-833,-851,-959
357,-601,-839,-854,-964
353,-610,-847,-859,-972
352,-615,-855,-866,-980
354,-615,-861,-871,-984
360,-609,-865,-872,-983
366,-602,-865,-868,-977
372,-598,-861,-863,-968
377,-600,-858,-858,-958
379,-607,-855,-857,-951
380,-614,-856,-858,-947
377,-618,-858,-860,-946
372,-616,-862,-860,-945
367,-612,-863,-858,-945
363,-610,-863,-855,-945
364,-615,-860,-853,-944
368,-625,-858,-854,-942
374,-637,-858,-858,-941
378,-645,-861,-863,-942
378,-646,-865,-865,-944
372,-642,-869,-865,-948
364,-635,-872,-861,-951
356,-630,-872,-857,-952
351,-628,-871,-852,-949
349,-630,-871,-850,-942
349,-632,-872,-849,-934
348,-635,-875,-849,-928
345,-636,-879,-849,-928
341,-635,-882,-849,-930
338,-634,-882,-848,-933
339,-632,-880,-848,-933
346,-631,-878,-847,-929
357,-631,-875,-846,-922
368,-636,-876,-847,-915
373,-643,-878,-848,-911
368,-653,-881,-851,-910
354,-662,-882,-853,-912
337,-668,-881,-855,-914
327,-669,-878,-855,-913
330,-668,-874,-853,-910
346,-666,-873,-850,-906
369,-667,-876,-846,-902
386,-669,-880,-841,-898
388,-671,-885,-836,-893
375,-671,-887,-831,-886
354,-665,-885,-825,-878
333,-655,-880,-820,-869
322,-646,-875,-816,-861
322,-639,-870,-813,-854
329,-638,-867,-811,-847
333,-642,-865,-808,-841
333,-646,-863,-806,-834
327,-649,-860,-802,-826
323,-648,-856,-798,-819
325,-645,-852,-794,-814
333,-640,-847,-790,-810
342,-638,-843,-787,-808
347,-638,-839,-783,-807
343,-642,-836,-779,-806
333,-649,-834,-775,-803
323,-656,-831,-772,-799
319,-661,-829,-770,-791
322,-662,-826,-768,-781
329,-657,-823,-766,-771
333,-649,-820,-763,-763
331,-642,-818,-760,-759
325,-639,-819,-759,-759
318,-642,-822,-760,-761
314,-648,-828,-763,-763
314,-655,-833,-768,-763
316,-657,-835,-772,-760
318,-654,-834,-775,-755
319,-648,-829,-775,-750
318,-643,-825,-774,-745
317,-641,-823,-771,-741
317,-644,-824,-768,-739
315,-648,-827,-766,-736
312,-652,-829,-765,-735
308,-654,-830,-764,-734
304,-652,-828,-764,-735
301,-650,-824,-766,-736
300,-649,-821,-768,-737
300,-647,-820,-769,-735
302,-646,-822,-768,-731
309,-643,-823,-764,-723
320,-640,-823,-756,-714
334,-638,-819,-746,-705
346,-638,-812,-736,-696
349,-640,-805,-729,-689
340,-642,-802,-727,-684
322,-644,-803,-730,-683
300,-644,-807,-735,-683
283,-643,-810,-740,-683
274,-642,-810,-741,-680
275,-642,-805,-738,-674
282,-641,-794,-734,-665
288,-641,-781,-729,-655
290,-638,-769,-726,-646
288,-633,-760,-723,-642
281,-628,-754,-720,-641
271,-625,-749,-716,-642
261,-624,-745,-711,-642
251,-625,-741,-706,-641
245,-626,-737,-705,-641
243,-626,-733,-705,-642
244,-624,-730,-706,-645
245,-621,-727,-706,-650
244,-618,-724,-704,-654
240,-615,-718,-699,-656
234,-614,-712,-693,-654
228,-610,-704,-687,-649
223,-602,-697,-682,-644
219,-591,-689,-678,-639
214,-579,-680,-675,-635
208,-569,-672,-673,-631
202,-564,-664,-671,-628
197,-564,-659,-670,-626
197,-565,-655,-670,-625
199,-565,-653,-669,-627
202,-562,-650,-667,-632
199,-556,-645,-663,-638
190,-549,-638,-659,-643
174,-544,-631,-653,-646
158,-541,-625,-649,-647
146,-538,-620,-646,-646
141,-536,-618,-645,-646
145,-534,-615,-647,-646
152,-533,-613,-653,-645
157,-535,-609,-660,-643
155,-536,-605,-668,-641
147,-534,-602,-672,-639
135,-526,-599,-673,-640
124,-516,-597,-669,-644
119,-505,-596,-663,-651
122,-498,-595,-656,-660
130,-498,-593,-652,-670
140,-502,-590,-650,-677
147,-503,-587,-651,-683
147,-500,-583,-653,-686
141,-491,-579,-655,-688
132,-481,-576,-656,-691
121,-473,-573,-657,-694
115,-470,-571,-656,-700
113,-472,-571,-656,-708
118,-474,-570,-655,-717
127,-474,-568,-653,-725
139,-470,-565,-653,-730
148,-465,-563,-654,-730
154,-460,-562,-656,-726
153,-458,-562,-657,-721
147,-456,-563,-655,-715
139,-453,-563,-650,-711
132,-449,-560,-642,-709
128,-445,-556,-635,-710
128,-443,-551,-632,-713
131,-443,-547,-635,-716
136,-445,-546,-641,-719
142,-445,-547,-647,-722
149,-442,-549,-651,-725
157,-437,-552,-651,-727
164,-431,-553,-648,-730
168,-427,-552,-645,-731
169,-423,-548,-641,-733
167,-419,-542,-639,-734
163,-414,-536,-635,-737
162,-408,-531,-632,-740
164,-404,-529,-628,-743
170,-403,-530,-626,-745
178,-405,-532,-625,-745
184,-407,-532,-626,-743
189,-404,-528,-629,-741
193,-398,-523,-634,-741
198,-391,-517,-640,-744
204,-389,-515,-646,-750
209,-392,-519,-652,-756
210,-400,-526,-657,-758
207,-405,-534,-660,-755
201,-405,-540,-659,-748
197,-397,-542,-656,-742
197,-388,-541,-653,-740
203,-381,-538,-650,-743
211,-381,-535,-647,-748
217,-386,-533,-643,-752
220,-393,-530,-636,-751
221,-395,-528,-628,-746
221,-392,-526,-619,-740
222,-386,-525,-614,-737
224,-381,-525,-612,-737
227,-378,-525,-613,-739
230,-378,-523,-614,-738
237,-378,-519,-612,-733
249,-376,-512,-607,-723
266,-373,-505,-601,-713
284,-369,-499,-596,-705
296,-365,-496,-595,-702
299,-362,-497,-597,-704
294,-359,-499,-598,-708
287,-357,-501,-598,-710
285,-356,-501,-594,-709
293,-357,-498,-589,-705
308,-361,-494,-584,-700
324,-364,-489,-581,-694
335,-364,-486,-579,-690
338,-359,-486,-578,-687
337,-350,-488,-577,-685
336,-342,-491,-577,-686
341,-338,-494,-578,-687
353,-341,-494,-582,-688
369,-349,-491,-588,-689
387,-358,-486,-594,-689
402,-363,-482,-597,-688
412,-363,-480,-594,-686
417,-357,-479,-587,-683
416,-349,-477,-576,-679
409,-342,-474,-564,-674
396,-335,-468,-554,-668
380,-331,-463,-547,-661
365,-328,-459,-541,-657
356,-327,-460,-538,-654
356,-328,-464,-535,-655
364,-329,-469,-533,-658
374,-329,-471,-532,-661
381,-325,-470,-532,-661
379,-318,-464,-532,-658
369,-309,-458,-532,-652
355,-302,-453,-532,-644
342,-301,-452,-532,-637
334,-305,-453,-535,-634
332,-313,-456,-539,-634
333,-319,-459,-543,-638
333,-322,-463,-547,-645
332,-320,-465,-549,-650
327,-319,-466,-549,-654
319,-319,-467,-547,-653
309,-323,-466,-546,-649
296,-327,-464,-546,-644
280,-327,-463,-547,-637
264,-321,-464,-548,-633
251,-311,-468,-548,-631
245,-303,-473,-547,-631
246,-301,-478,-544,-634
251,-305,-481,-541,-636
253,-313,-482,-538,-637
245,-318,-478,-535,-634
226,-317,-472,-532,-628
200,-311,-465,-527,-620
174,-302,-457,-522,-612
158,-296,-450,-518,-608
155,-295,-445,-516,-608
161,-299,-443,-516,-613
170,-306,-444,-519,-618
170,-311,-448,-523,-621
161,-314,-452,-525,-621
145,-314,-455,-525,-618
132,-313,-458,-525,-615
129,-311,-458,-525,-615
135,-309,-457,-525,-619
145,-305,-455,-526,-625
149,-300,-453,-526,-632
142,-295,-448,-525,-637
127,-291,-443,-523,-638
113,-289,-436,-521,-637
107,-291,-430,-519,-635
112,-294,-426,-517,-633
123,-296,-423,-516,-631
130,-296,-422,-512,-628
127,-294,-422,-507,-623
116,-292,-423,-502,-618
103,-290,-425,-498,-612
96,-291,-427,-497,-606
98,-292,-430,-499,-601
105,-292,-431,-503,-597
109,-290,-431,-506,-595
106,-287,-428,-506,-593
96,-285,-423,-505,-592
84,-286,-420,-503,-592
75,-289,-420,-503,-592
74,-294,-422,-505,-594
78,-297,-427,-508,-596
83,-296,-430,-511,-598
87,-294,-430,-510,-599
88,-289,-428,-506,-600
87,-283,-424,-500,-599
88,-278,-420,-493,-598
90,-271,-418,-487,-596
92,-263,-416,-484,-593
92,-256,-414,-482,-588
87,-251,-411,-482,-583
79,-250,-409,-482,-578
71,-253,-408,-483,-575
64,-257,-409,-484,-574
62,-261,-410,-483,-575
63,-262,-410,-482,-576
63,-260,-408,-480,-577
59,-259,-405,-478,-578
49,-259,-403,-478,-578
37,-261,-403,-480,-579
27,-265,-404,-485,-580
23,-269,-406,-491,-581
28,-271,-406,-496,-580
36,-270,-403,-500,-578
44,-266,-397,-502,-577
45,-259,-392,-501,-576
38,-251,-389,-498,-576
25,-244,-389,-494,-579
13,-239,-392,-490,-582
6,-236,-397,-488,-586
4,-237,-402,-489,-591
4,-240,-408,-495,-597
0,-245,-416,-503,-605
-13,-249,-427,-513,-613
-37,-254,-438,-520,-621
-66,-259,-448,-525,-627
-93,-262,-451,-525,-628
-108,-264,-448,-523,-625
-104,-261,-437,-517,-616
-82,-255,-423,-510,-606
-43,-247,-410,-502,-595
9,-238,-399,-492,-585
71,-232,-390,-482,-577
143,-230,-379,-471,-567
226,-229,-364,-456,-555
321,-226,-345,-440,-538
423,-221,-324,-423,-518
522,-212,-304,-407,-498
607,-202,-289,-396,-482
668,-195,-280,-389,-470
706,-191,-274,-384,-460
725,-191,-268,-378,-448
734,-190,-258,-368,-432
740,-188,-246,-354,-412
745,-184,-233,-339,-392
744,-181,-224,-326,-374
733,-183,-219,-321,-362
713,-189,-218,-322,-357
687,-197,-219,-328,-357
663,-203,-221,-335,-361
644,-203,-224,-341,-368
627,-199,-229,-346,-378
602,-194,-238,-351,-393
560,-191,-254,-359,-413
496,-193,-276,-371,-439
409,-198,-304,-388,-469
307,-206,-335,-407,-500
197,-213,-365,-426,-529
83,-219,-393,-445,-554
-31,-227,-414,-460,-574
-137,-235,-427,-473,-588
-227,-243,-433,-480,-597
-286,-248,-432,-484,-601
-303,-247,-427,-482,-600
-277,-241,-419,-477,-593
-217,-233,-410,-470,-582
-140,-228,-401,-463,-568
-67,-230,-395,-457,-554
-12,-236,-391,-452,-545
22,-242,-390,-449,-542
36,-244,-392,-446,-542
40,-241,-395,-443,-545
39,-234,-398,-440,-545
39,-227,-399,-439,-543
39,-224,-398,-438,-537
39,-225,-397,-437,-531
38,-227,-395,-437,-527
35,-229,-394,-437,-524
30,-230,-393,-439,-523
24,-231,-393,-443,-523
17,-232,-392,-450,-523
13,-234,-393,-456,-523
12,-234,-394,-460,-522
14,-233,-394,-460,-521
17,-231,-395,-455,-519
18,-229,-394,-448,-518
14,-230,-392,-442,-518
9,-233,-388,-438,-518
7,-235,-382,-437,-518
13,-235,-377,-436,-516
28,-232,-373,-434,-513
47,-228,-371,-430,-509
61,-226,-370,-426,-505
61,-226,-370,-422,-503
45,-228,-369,-422,-503
17,-227,-367,-423,-505
-8,-223,-363,-424,-506
-22,-217,-359,-423,-506
-18,-210,-354,-421,-505
-2,-207,-349,-417,-503
17,-207,-346,-414,-501
30,-209,-343,-413,-499
33,-211,-341,-413,-495
28,-211,-339,-415,-490
21,-209,-338,-417,-483
17,-206,-338,-418,-475
18,-206,-339,-419,-468
22,-207,-340,-420,-464
24,-207,-341,-421,-462
22,-206,-340,-421,-464
15,-203,-338,-420,-468
7,-200,-337,-417,-471
-3,-199,-337,-413,-474
-12,-199,-338,-407,-473
-19,-200,-339,-402,-470
-25,-198,-337,-397,-464
-27,-192,-333,-394,-457
-25,-184,-326,-391,-449
-18,-176,-318,-389,-441
-10,-172,-313,-386,-436
-5,-174,-311,-383,-432
-4,-179,-313,-378,-429
-7,-184,-316,-373,-426
-12,-187,-318,-368,-424
-15,-185,-317,-365,-421
-14,-181,-315,-362,-418
-12,-179,-311,-361,-414
-11,-180,-307,-361,-411
-13,-182,-304,-361,-408
-17,-184,-303,-362,-405
-22,-182,-302,-363,-404
-21,-178,-301,-364,-405
-15,-174,-301,-364,-408
-4,-171,-300,-363,-411
7,-171,-298,-363,-416
16,-173,-297,-363,-421
19,-174,-295,-364,-426
18,-175,-294,-365,-430
14,-173,-293,-366,-433
10,-171,-292,-367,-433
6,-171,-291,-367,-431
1,-172,-291,-367,-428
-1,-175,-291,-368,-423
0,-178,-290,-370,-419
8,-180,-290,-373,-415
21,-182,-289,-376,-412
34,-185,-287,-378,-410
43,-187,-284,-376,-409
42,-188,-281,-370,-407
32,-186,-278,-361,-404
21,-183,-275,-350,-398
16,-178,-272,-341,-390
24,-174,-271,-334,-381
42,-170,-269,-330,-372
62,-168,-267,-329,-366
74,-167,-265,-329,-362
74,-164,-262,-329,-362
65,-159,-258,-326,-364
56,-155,-253,-322,-366
52,-152,-246,-318,-370
55,-150,-241,-315,-373
61,-150,-236,-313,-375
63,-150,-234,-314,-375
57,-148,-233,-314,-374
47,-145,-233,-315,-370
37,-143,-232,-314,-365
32,-143,-230,-312,-359
34,-146,-226,-310,-352
40,-152,-222,-307,-346
45,-157,-216,-303,-340
50,-158,-212,-297,-336
56,-155,-210,-291,-333
67,-149,-209,-284,-332
81,-141,-209,-279,-335
96,-136,-210,-278,-338
106,-134,-211,-280,-341
108,-134,-211,-284,-342
101,-135,-210,-285,-340
89,-135,-208,-283,-336
77,-132,-206,-277,-334
71,-128,-206,-269,-333
71,-124,-206,-263,-334
77,-122,-206,-260,-337
85,-122,-206,-260,-338
94,-124,-205,-261,-335
103,-126,-203,-264,-329
111,-126,-201,-266,-321
119,-126,-200,-268,-315
123,-125,-198,-270,-311
125,-124,-197,-271,-312
124,-124,-195,-270,-314
120,-125,-193,-267,-316
116,-127,-191,-263,-314
113,-128,-190,-259,-310
112,-127,-190,-258,-305
114,-125,-191,-259,-301
121,-121,-193,-263,-301
133,-117,-196,-268,-305
146,-114,-198,-271,-311
158,-114,-199,-272,-315
163,-115,-200,-269,-316
158,-116,-200,-264,-313
146,-117,-198,-258,-308
130,-115,-195,-252,-303
117,-111,-190,-249,-300
112,-108,-187,-246,-299
112,-106,-184,-245,-297
115,-108,-184,-243,-295
